Incident_ID,Victim_District,Fraud_Type,Amount_INR,Time_of_Complaint,Time_to_Withdraw,Target_ATM_Zone,Specific_ATM_Location
INC-14260,Pali,Credit Card Cloning,153251,01:26,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14261,Bikaner,Loan App Fraud,88376,15:42,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Sector 2, Vidyadhar Nagar"
INC-14262,Jodhpur,Job Fraud,90316,08:26,12-24 Hours,Mansarovar,"HDFC ATM, Rajat Path, Mansarovar"
INC-14263,Tonk,Loan App Fraud,52496,07:54,12-24 Hours,Malviya Nagar,"Union Bank ATM, Sector 3 Market, Malviya Nagar"
INC-14264,Kota,Credit Card Cloning,109962,22:01,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-14265,Kota,Investment Scam,212960,01:29,12-24 Hours,Pratap Nagar,"SBI ATM, Kumbha Marg, Pratap Nagar"
INC-14266,Kota,Sextortion,191739,00:59,12-24 Hours,Sitapura Industrial,"Union Bank ATM, EPI Zone, Sitapura Industrial"
INC-14267,Alwar,KYC Fraud,27132,05:34,1-2 Hours,Bani Park,"SBI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14268,Jodhpur,KYC Fraud,27120,00:18,1-2 Hours,Sitapura Industrial,"Bank of Baroda ATM, RIICO Phase 1, Sitapura Industrial"
INC-14269,Ajmer,Job Fraud,64697,22:48,12-24 Hours,Mansarovar,"HDFC ATM, Madhyam Marg, Mansarovar"
INC-14270,Bikaner,OLX Scam,10802,15:02,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Hanuman Nagar, Vaishali Nagar"
INC-14271,Ajmer,UPI Scam,5841,17:38,1-2 Hours,Vidyadhar Nagar,"PNB ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14272,Kota,Investment Scam,205710,05:56,12-24 Hours,Jhotwara,"Axis Bank ATM, Triton Mall Road, Jhotwara"
INC-14273,Bhilwara,Investment Scam,265542,06:27,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, Tonk Road Junction, Sitapura Industrial"
INC-14274,Udaipur,KYC Fraud,22146,14:17,1-2 Hours,Vaishali Nagar,"PNB ATM, Amrapali Circle, Vaishali Nagar"
INC-14275,Jaipur,Credit Card Cloning,291377,01:13,12-24 Hours,Sitapura Industrial,"Union Bank ATM, EPI Zone, Sitapura Industrial"
INC-14276,Ajmer,Job Fraud,67169,09:14,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-14277,Sikar,Job Fraud,78706,11:48,12-24 Hours,Jagatpura,"Union Bank ATM, Mahal Road, Jagatpura"
INC-14278,Udaipur,UPI Scam,10427,15:12,1-2 Hours,Malviya Nagar,"SBI ATM, Apex Circle, Malviya Nagar"
INC-14279,Bikaner,OLX Scam,19583,18:47,1-2 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-14280,Jaipur,Loan App Fraud,99090,02:42,12-24 Hours,Bani Park,"Bank of Baroda ATM, Collectorate Circle, Bani Park"
INC-14281,Jaipur,Job Fraud,34593,00:32,12-24 Hours,Sitapura Industrial,"SBI ATM, RIICO Phase 1, Sitapura Industrial"
INC-14282,Ajmer,Loan App Fraud,93472,19:06,12-24 Hours,Vaishali Nagar,"HDFC ATM, Hanuman Nagar, Vaishali Nagar"
INC-14283,Jodhpur,KYC Fraud,9306,18:12,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Gandhi Path, Vaishali Nagar"
INC-14284,Kota,OLX Scam,2613,10:16,1-2 Hours,Bani Park,"HDFC ATM, Collectorate Circle, Bani Park"
INC-14285,Tonk,Credit Card Cloning,153400,02:39,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14286,Jaipur,Loan App Fraud,96948,14:01,12-24 Hours,Jhotwara,"Union Bank ATM, Kanta Chauraha, Jhotwara"
INC-14287,Pali,Job Fraud,60315,23:46,12-24 Hours,Bani Park,"PNB ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14288,Udaipur,Credit Card Cloning,54044,01:47,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-14289,Alwar,Job Fraud,50099,05:03,12-24 Hours,Malviya Nagar,"SBI ATM, Sector 3 Market, Malviya Nagar"
INC-14290,Sikar,OLX Scam,6369,15:10,1-2 Hours,Malviya Nagar,"SBI ATM, Sector 3 Market, Malviya Nagar"
INC-14291,Bhilwara,OLX Scam,14968,17:14,1-2 Hours,Vaishali Nagar,"PNB ATM, Queens Road, Vaishali Nagar"
INC-14292,Sikar,Loan App Fraud,45935,23:04,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Sector 2, Vidyadhar Nagar"
INC-14293,Jodhpur,KYC Fraud,25502,10:43,1-2 Hours,Jhotwara,"Kotak Mahindra ATM, Kalwar Road, Jhotwara"
INC-14294,Alwar,KYC Fraud,20906,14:52,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Gandhi Path, Vaishali Nagar"
INC-14295,Jodhpur,KYC Fraud,7634,12:52,1-2 Hours,Mansarovar,"HDFC ATM, Kaveri Path, Mansarovar"
INC-14296,Jodhpur,Sextortion,66639,00:26,12-24 Hours,Sitapura Industrial,"Union Bank ATM, India Gate, Sitapura Industrial"
INC-14297,Jodhpur,Sextortion,167087,19:53,12-24 Hours,Mansarovar,"HDFC ATM, Kaveri Path, Mansarovar"
INC-14298,Jodhpur,Sextortion,52417,23:13,12-24 Hours,Pratap Nagar,"PNB ATM, Kumbha Marg, Pratap Nagar"
INC-14299,Jodhpur,Job Fraud,73393,07:32,12-24 Hours,Vaishali Nagar,"Axis Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-14300,Jaipur,Job Fraud,38083,12:53,12-24 Hours,Malviya Nagar,"ICICI ATM, Sector 3 Market, Malviya Nagar"
INC-14301,Alwar,Job Fraud,48187,20:47,12-24 Hours,Vaishali Nagar,"ICICI ATM, Hanuman Nagar, Vaishali Nagar"
INC-14302,Ajmer,Sextortion,261708,03:38,12-24 Hours,Vidyadhar Nagar,"SBI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14303,Ajmer,Job Fraud,30872,14:13,12-24 Hours,Jhotwara,"SBI ATM, Kalwar Road, Jhotwara"
INC-14304,Bikaner,Sextortion,222082,02:45,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-14305,Kota,KYC Fraud,25612,13:29,1-2 Hours,Malviya Nagar,"HDFC ATM, Apex Circle, Malviya Nagar"
INC-14306,Ajmer,KYC Fraud,14689,12:00,1-2 Hours,Mansarovar,"Bank of Baroda ATM, Kaveri Path, Mansarovar"
INC-14307,Jaipur,Loan App Fraud,52731,16:25,12-24 Hours,Vaishali Nagar,"HDFC ATM, Queens Road, Vaishali Nagar"
INC-14308,Alwar,Investment Scam,286412,01:39,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, India Gate, Sitapura Industrial"
INC-14309,Sikar,KYC Fraud,11876,18:34,1-2 Hours,Sitapura Industrial,"SBI ATM, Tonk Road Junction, Sitapura Industrial"
INC-14310,Pali,Job Fraud,69352,04:38,12-24 Hours,Vaishali Nagar,"PNB ATM, Gandhi Path, Vaishali Nagar"
INC-14311,Bikaner,Job Fraud,87028,17:37,12-24 Hours,Jagatpura,"SBI ATM, Mahal Road, Jagatpura"
INC-14312,Tonk,Investment Scam,287211,17:28,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Nursery Circle, Vaishali Nagar"
INC-14313,Bhilwara,Investment Scam,88074,00:16,12-24 Hours,Vidyadhar Nagar,"SBI ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-14314,Alwar,OLX Scam,25372,10:27,1-2 Hours,Malviya Nagar,"ICICI ATM, Sector 3 Market, Malviya Nagar"
INC-14315,Udaipur,UPI Scam,25904,09:18,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Rajat Path, Mansarovar"
INC-14316,Bhilwara,KYC Fraud,19719,20:48,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Hanuman Nagar, Vaishali Nagar"
INC-14317,Bhilwara,Credit Card Cloning,240297,23:34,12-24 Hours,Vaishali Nagar,"HDFC ATM, Gandhi Path, Vaishali Nagar"
INC-14318,Bikaner,Loan App Fraud,70348,02:23,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Amrapali Circle, Vaishali Nagar"
INC-14319,Pali,OLX Scam,15617,17:42,1-2 Hours,Bani Park,"ICICI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14320,Ajmer,KYC Fraud,26516,15:34,1-2 Hours,Bani Park,"PNB ATM, Kabir Marg, Bani Park"
INC-14321,Sikar,OLX Scam,12695,16:59,1-2 Hours,Vidyadhar Nagar,"SBI ATM, Central Spine, Vidyadhar Nagar"
INC-14322,Jaipur,Credit Card Cloning,200812,02:20,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-14323,Udaipur,UPI Scam,21117,03:12,1-2 Hours,Jagatpura,"PNB ATM, 7 Number Stand, Jagatpura"
INC-14324,Jodhpur,KYC Fraud,9059,10:50,1-2 Hours,Vaishali Nagar,"HDFC ATM, Amrapali Circle, Vaishali Nagar"
INC-14325,Jodhpur,Investment Scam,297712,23:12,12-24 Hours,Sitapura Industrial,"HDFC ATM, India Gate, Sitapura Industrial"
INC-14326,Pali,Credit Card Cloning,264740,23:00,12-24 Hours,Sitapura Industrial,"PNB ATM, India Gate, Sitapura Industrial"
INC-14327,Jodhpur,KYC Fraud,6160,20:18,1-2 Hours,Malviya Nagar,"Axis Bank ATM, Calgiri Road, Malviya Nagar"
INC-14328,Tonk,KYC Fraud,21070,16:53,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Queens Road, Vaishali Nagar"
INC-14329,Jodhpur,Investment Scam,228268,22:29,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14330,Tonk,UPI Scam,7276,17:40,1-2 Hours,Sitapura Industrial,"SBI ATM, RIICO Phase 1, Sitapura Industrial"
INC-14331,Tonk,Investment Scam,257578,20:05,12-24 Hours,Bani Park,"HDFC ATM, Kabir Marg, Bani Park"
INC-14332,Pali,KYC Fraud,13609,11:21,1-2 Hours,Malviya Nagar,"HDFC ATM, Apex Circle, Malviya Nagar"
INC-14333,Kota,UPI Scam,10795,20:11,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Hanuman Nagar, Vaishali Nagar"
INC-14334,Udaipur,UPI Scam,18428,09:29,1-2 Hours,Malviya Nagar,"ICICI ATM, Apex Circle, Malviya Nagar"
INC-14335,Bhilwara,Sextortion,56657,04:51,12-24 Hours,Pratap Nagar,"ICICI ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14336,Udaipur,Sextortion,295036,22:49,12-24 Hours,Pratap Nagar,"Union Bank ATM, Sector 11, Pratap Nagar"
INC-14337,Tonk,OLX Scam,8363,14:48,1-2 Hours,Vaishali Nagar,"PNB ATM, Amrapali Circle, Vaishali Nagar"
INC-14338,Pali,OLX Scam,27110,18:31,1-2 Hours,Bani Park,"Bank of Baroda ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14339,Alwar,Sextortion,185180,02:51,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Sector 16 Market, Pratap Nagar"
INC-14340,Pali,OLX Scam,7655,20:46,1-2 Hours,Malviya Nagar,"Union Bank ATM, Apex Circle, Malviya Nagar"
INC-14341,Jodhpur,Job Fraud,26226,09:18,1-2 Hours,C-Scheme,"Kotak Mahindra ATM, Subhash Marg, C-Scheme"
INC-14342,Pali,OLX Scam,2804,16:43,1-2 Hours,Vaishali Nagar,"ICICI ATM, Nursery Circle, Vaishali Nagar"
INC-14343,Bhilwara,Job Fraud,59162,17:34,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-14344,Tonk,Loan App Fraud,76116,10:54,12-24 Hours,Mansarovar,"ICICI ATM, Madhyam Marg, Mansarovar"
INC-14345,Kota,UPI Scam,24020,16:45,1-2 Hours,Mansarovar,"Axis Bank ATM, Kaveri Path, Mansarovar"
INC-14346,Jodhpur,Investment Scam,106147,02:12,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-14347,Alwar,Investment Scam,283541,23:06,12-24 Hours,Vidyadhar Nagar,"Axis Bank ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14348,Jaipur,UPI Scam,19599,19:59,1-2 Hours,Malviya Nagar,"HDFC ATM, Apex Circle, Malviya Nagar"
INC-14349,Jaipur,Sextortion,283017,23:21,12-24 Hours,Jhotwara,"SBI ATM, Triton Mall Road, Jhotwara"
INC-14350,Jodhpur,Investment Scam,254089,14:30,12-24 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-14351,Jodhpur,Loan App Fraud,36611,10:57,12-24 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-14352,Jaipur,Sextortion,146254,03:40,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-14353,Jaipur,Credit Card Cloning,208329,04:55,12-24 Hours,Sitapura Industrial,"PNB ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14354,Kota,UPI Scam,20687,12:36,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Amrapali Circle, Vaishali Nagar"
INC-14355,Sikar,UPI Scam,5467,10:03,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-14356,Jaipur,OLX Scam,14354,12:45,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Nursery Circle, Vaishali Nagar"
INC-14357,Jodhpur,Loan App Fraud,92387,15:24,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14358,Jaipur,KYC Fraud,27401,20:07,1-2 Hours,Mansarovar,"HDFC ATM, Patrakar Colony, Mansarovar"
INC-14359,Pali,Sextortion,59007,02:42,12-24 Hours,Pratap Nagar,"SBI ATM, Tonk Road, Pratap Nagar"
INC-14360,Alwar,Sextortion,100906,19:42,12-24 Hours,Malviya Nagar,"Union Bank ATM, Calgiri Road, Malviya Nagar"
INC-14361,Bikaner,Sextortion,297559,23:04,12-24 Hours,Sitapura Industrial,"PNB ATM, Tonk Road Junction, Sitapura Industrial"
INC-14362,Bhilwara,Job Fraud,84996,04:10,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, Sector 2, Vidyadhar Nagar"
INC-14363,Pali,Credit Card Cloning,114556,04:47,12-24 Hours,Pratap Nagar,"PNB ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14364,Bikaner,KYC Fraud,23690,18:39,1-2 Hours,Bani Park,"PNB ATM, Kabir Marg, Bani Park"
INC-14365,Sikar,Job Fraud,18407,08:48,1-2 Hours,C-Scheme,"Kotak Mahindra ATM, MI Road Junction, C-Scheme"
INC-14366,Sikar,Investment Scam,80530,22:40,12-24 Hours,Jhotwara,"Axis Bank ATM, Kanta Chauraha, Jhotwara"
INC-14367,Sikar,OLX Scam,18418,22:41,1-2 Hours,Pratap Nagar,"HDFC ATM, Sector 16 Market, Pratap Nagar"
INC-14368,Udaipur,Loan App Fraud,72380,01:55,12-24 Hours,Vidyadhar Nagar,"PNB ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-14369,Pali,KYC Fraud,23034,16:00,1-2 Hours,Malviya Nagar,"ICICI ATM, Apex Circle, Malviya Nagar"
INC-14370,Ajmer,Credit Card Cloning,289194,23:40,12-24 Hours,Jhotwara,"ICICI ATM, Panchawala, Jhotwara"
INC-14371,Bikaner,Loan App Fraud,33551,15:16,12-24 Hours,Malviya Nagar,"Union Bank ATM, Calgiri Road, Malviya Nagar"
INC-14372,Jaipur,Investment Scam,235773,22:22,12-24 Hours,Pratap Nagar,"ICICI ATM, Kumbha Marg, Pratap Nagar"
INC-14373,Bhilwara,Sextortion,233628,03:43,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-14374,Pali,Loan App Fraud,64945,07:14,12-24 Hours,Bani Park,"Union Bank ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14375,Bikaner,Investment Scam,71114,15:28,12-24 Hours,Jagatpura,"Axis Bank ATM, 7 Number Stand, Jagatpura"
INC-14376,Pali,Investment Scam,98675,11:37,12-24 Hours,Jhotwara,"SBI ATM, Lata Circle, Jhotwara"
INC-14377,Bhilwara,UPI Scam,17405,17:21,1-2 Hours,Malviya Nagar,"Union Bank ATM, Sector 3 Market, Malviya Nagar"
INC-14378,Sikar,Credit Card Cloning,155557,23:36,12-24 Hours,Pratap Nagar,"SBI ATM, Sector 11, Pratap Nagar"
INC-14379,Sikar,OLX Scam,2656,16:38,1-2 Hours,Mansarovar,"HDFC ATM, VT Road Chauraha, Mansarovar"
INC-14380,Sikar,Credit Card Cloning,260281,22:36,12-24 Hours,Vidyadhar Nagar,"HDFC ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14381,Pali,Investment Scam,156289,14:13,12-24 Hours,Jhotwara,"ICICI ATM, Panchawala, Jhotwara"
INC-14382,Alwar,Job Fraud,62833,22:17,12-24 Hours,Bani Park,"HDFC ATM, Peetal Factory, Bani Park"
INC-14383,Alwar,Loan App Fraud,19971,05:56,1-2 Hours,Sitapura Industrial,"Union Bank ATM, Tonk Road Junction, Sitapura Industrial"
INC-14384,Bikaner,KYC Fraud,13837,22:50,1-2 Hours,Bani Park,"Axis Bank ATM, Kabir Marg, Bani Park"
INC-14385,Bhilwara,Sextortion,238304,23:45,12-24 Hours,Jhotwara,"PNB ATM, Kalwar Road, Jhotwara"
INC-14386,Tonk,Loan App Fraud,79008,06:22,12-24 Hours,Malviya Nagar,"SBI ATM, Sector 3 Market, Malviya Nagar"
INC-14387,Ajmer,Loan App Fraud,50280,21:20,12-24 Hours,Bani Park,"ICICI ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14388,Udaipur,Job Fraud,32797,21:20,12-24 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-14389,Pali,KYC Fraud,3606,14:49,1-2 Hours,Mansarovar,"ICICI ATM, Rajat Path, Mansarovar"
INC-14390,Udaipur,Sextortion,232723,01:07,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, RIICO Phase 1, Sitapura Industrial"
INC-14391,Sikar,OLX Scam,5584,16:58,1-2 Hours,Vaishali Nagar,"Kotak Mahindra ATM, Hanuman Nagar, Vaishali Nagar"
INC-14392,Tonk,Loan App Fraud,48077,21:45,12-24 Hours,Vaishali Nagar,"Bank of Baroda ATM, Queens Road, Vaishali Nagar"
INC-14393,Udaipur,UPI Scam,18066,18:05,1-2 Hours,Bani Park,"Axis Bank ATM, Kabir Marg, Bani Park"
INC-14394,Tonk,UPI Scam,5141,19:55,1-2 Hours,Bani Park,"HDFC ATM, Collectorate Circle, Bani Park"
INC-14395,Jodhpur,OLX Scam,2899,16:56,1-2 Hours,Bani Park,"Bank of Baroda ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14396,Kota,KYC Fraud,3226,15:55,1-2 Hours,Bani Park,"Kotak Mahindra ATM, Collectorate Circle, Bani Park"
INC-14397,Pali,Job Fraud,72934,23:11,12-24 Hours,Sitapura Industrial,"Kotak Mahindra ATM, India Gate, Sitapura Industrial"
INC-14398,Kota,Investment Scam,216377,10:27,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, Alka Cinema Road, Vidyadhar Nagar"
INC-14399,Udaipur,Job Fraud,21288,06:44,1-2 Hours,Jagatpura,"Bank of Baroda ATM, Ramnagariya, Jagatpura"
INC-14400,Bhilwara,Investment Scam,261811,01:28,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14401,Ajmer,OLX Scam,20225,13:58,1-2 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-14402,Alwar,Job Fraud,44440,20:46,12-24 Hours,C-Scheme,"ICICI ATM, MI Road Junction, C-Scheme"
INC-14403,Jaipur,Sextortion,144831,01:42,12-24 Hours,Jhotwara,"ICICI ATM, Panchawala, Jhotwara"
INC-14404,Udaipur,Investment Scam,252753,03:47,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, Central Spine, Vidyadhar Nagar"
INC-14405,Bhilwara,Investment Scam,114754,03:51,12-24 Hours,Sitapura Industrial,"PNB ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14406,Udaipur,Credit Card Cloning,233901,00:07,12-24 Hours,Sitapura Industrial,"ICICI ATM, RIICO Phase 1, Sitapura Industrial"
INC-14407,Jaipur,Sextortion,218713,04:43,12-24 Hours,Jhotwara,"Bank of Baroda ATM, Lata Circle, Jhotwara"
INC-14408,Ajmer,UPI Scam,23112,09:20,1-2 Hours,Malviya Nagar,"Bank of Baroda ATM, Sector 3 Market, Malviya Nagar"
INC-14409,Jodhpur,OLX Scam,9492,07:03,1-2 Hours,C-Scheme,"PNB ATM, Subhash Marg, C-Scheme"
INC-14410,Sikar,KYC Fraud,2149,16:51,1-2 Hours,Vaishali Nagar,"Bank of Baroda ATM, Hanuman Nagar, Vaishali Nagar"
INC-14411,Kota,Credit Card Cloning,254824,04:57,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, India Gate, Sitapura Industrial"
INC-14412,Alwar,Investment Scam,198463,01:59,12-24 Hours,Pratap Nagar,"ICICI ATM, Tonk Road, Pratap Nagar"
INC-14413,Tonk,KYC Fraud,16314,09:32,1-2 Hours,Mansarovar,"Union Bank ATM, Kaveri Path, Mansarovar"
INC-14414,Sikar,KYC Fraud,4681,16:03,1-2 Hours,Mansarovar,"SBI ATM, Madhyam Marg, Mansarovar"
INC-14415,Bikaner,OLX Scam,28314,15:22,1-2 Hours,Malviya Nagar,"PNB ATM, Calgiri Road, Malviya Nagar"
INC-14416,Jodhpur,Job Fraud,16041,17:21,1-2 Hours,Vidyadhar Nagar,"Bank of Baroda ATM, Sector 2, Vidyadhar Nagar"
INC-14417,Jodhpur,Job Fraud,28279,12:11,1-2 Hours,Jagatpura,"Union Bank ATM, NRI Colony, Jagatpura"
INC-14418,Bikaner,Loan App Fraud,33354,07:38,12-24 Hours,Sitapura Industrial,"PNB ATM, Tonk Road Junction, Sitapura Industrial"
INC-14419,Bikaner,OLX Scam,5683,11:12,1-2 Hours,Vaishali Nagar,"Union Bank ATM, Amrapali Circle, Vaishali Nagar"
INC-14420,Alwar,Loan App Fraud,21371,20:10,1-2 Hours,C-Scheme,"Union Bank ATM, MI Road Junction, C-Scheme"
INC-14421,Tonk,Credit Card Cloning,229775,01:59,12-24 Hours,C-Scheme,"Kotak Mahindra ATM, Ahinsa Circle, C-Scheme"
INC-14422,Bhilwara,Credit Card Cloning,229867,15:26,12-24 Hours,Vaishali Nagar,"Axis Bank ATM, Queens Road, Vaishali Nagar"
INC-14423,Jodhpur,Job Fraud,19854,09:44,1-2 Hours,Bani Park,"Axis Bank ATM, Sindhi Camp Bus Stand Road, Bani Park"
INC-14424,Kota,Investment Scam,197212,23:38,12-24 Hours,Sitapura Industrial,"Union Bank ATM, Mahatma Gandhi Hospital Road, Sitapura Industrial"
INC-14425,Ajmer,OLX Scam,3513,10:35,1-2 Hours,Mansarovar,"ICICI ATM, VT Road Chauraha, Mansarovar"
INC-14426,Bhilwara,Investment Scam,249125,13:45,12-24 Hours,Malviya Nagar,"Kotak Mahindra ATM, Gaurav Tower (GT) Road, Malviya Nagar"
INC-14427,Sikar,Credit Card Cloning,207281,08:08,12-24 Hours,Sitapura Industrial,"Bank of Baroda ATM, Tonk Road Junction, Sitapura Industrial"
INC-14428,Pali,KYC Fraud,17317,15:53,1-2 Hours,Mansarovar,"Union Bank ATM, Rajat Path, Mansarovar"
INC-14429,Bikaner,OLX Scam,14097,11:24,1-2 Hours,Vaishali Nagar,"SBI ATM, Hanuman Nagar, Vaishali Nagar"
INC-14430,Ajmer,UPI Scam,24169,15:13,1-2 Hours,C-Scheme,"HDFC ATM, Statue Circle, C-Scheme"
INC-14431,Udaipur,OLX Scam,4651,19:14,1-2 Hours,Bani Park,"SBI ATM, Kabir Marg, Bani Park"
INC-14432,Jaipur,Credit Card Cloning,87789,04:14,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Triton Mall Road, Jhotwara"
INC-14433,Ajmer,Credit Card Cloning,83947,00:15,12-24 Hours,Sitapura Industrial,"SBI ATM, India Gate, Sitapura Industrial"
INC-14434,Alwar,Investment Scam,292124,02:28,12-24 Hours,Vidyadhar Nagar,"Union Bank ATM, Central Spine, Vidyadhar Nagar"
INC-14435,Jaipur,Sextortion,85045,00:19,12-24 Hours,Vidyadhar Nagar,"Kotak Mahindra ATM, National Highway 52 Bypass, Vidyadhar Nagar"
INC-14436,Ajmer,KYC Fraud,21999,18:10,1-2 Hours,Mansarovar,"Union Bank ATM, Kaveri Path, Mansarovar"
INC-14437,Kota,OLX Scam,7420,17:33,1-2 Hours,Mansarovar,"Kotak Mahindra ATM, Patrakar Colony, Mansarovar"
INC-14438,Jaipur,Credit Card Cloning,244920,22:37,12-24 Hours,Pratap Nagar,"Union Bank ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14439,Jodhpur,Job Fraud,84106,06:12,12-24 Hours,Bani Park,"Kotak Mahindra ATM, Kabir Marg, Bani Park"
INC-14440,Jodhpur,Loan App Fraud,17053,04:41,1-2 Hours,Mansarovar,"Axis Bank ATM, Rajat Path, Mansarovar"
INC-14441,Pali,OLX Scam,8271,12:31,1-2 Hours,Mansarovar,"PNB ATM, Rajat Path, Mansarovar"
INC-14442,Jodhpur,OLX Scam,17525,12:22,1-2 Hours,Malviya Nagar,"SBI ATM, JLN Marg, Malviya Nagar"
INC-14443,Jodhpur,Sextortion,97824,23:09,12-24 Hours,Vidyadhar Nagar,"ICICI ATM, Sector 2, Vidyadhar Nagar"
INC-14444,Sikar,Sextortion,95658,03:27,12-24 Hours,Jhotwara,"Kotak Mahindra ATM, Panchawala, Jhotwara"
INC-14445,Ajmer,Loan App Fraud,97655,16:10,12-24 Hours,Pratap Nagar,"Kotak Mahindra ATM, Sector 16 Market, Pratap Nagar"
INC-14446,Jodhpur,Investment Scam,257695,03:18,12-24 Hours,Pratap Nagar,"Axis Bank ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14447,Sikar,Sextortion,67339,04:30,12-24 Hours,Sitapura Industrial,"PNB ATM, EPI Zone, Sitapura Industrial"
INC-14448,Bikaner,KYC Fraud,4693,14:45,1-2 Hours,Bani Park,"Union Bank ATM, Kabir Marg, Bani Park"
INC-14449,Ajmer,Sextortion,141902,22:36,12-24 Hours,Jhotwara,"ICICI ATM, Triton Mall Road, Jhotwara"
INC-14450,Pali,Job Fraud,43183,09:58,12-24 Hours,Pratap Nagar,"HDFC ATM, Haldi Ghati Marg, Pratap Nagar"
INC-14451,Tonk,Loan App Fraud,66069,10:02,12-24 Hours,Vaishali Nagar,"HDFC ATM, Amrapali Circle, Vaishali Nagar"
INC-14452,Sikar,UPI Scam,5912,18:17,1-2 Hours,Mansarovar,"HDFC ATM, Kaveri Path, Mansarovar"
